,ID,E_Brent,C_polimero,PPM,Costo_Kw_hr,PP,VPN_Basica_porta,VPN_incremental_porta,VPN_Basica,VPN_incremental,VPN_Total,EFI_INCREMENTAL,capex,opex_basica,opex_incremental,volumen_B_LE,volumen_I_LE,volumen_T_LE,volumen_B_LE_p,volumen_I_LE_p,volumen_T_LE_p,LE_year_p,LE_year_b,lc_p,lc_b,dc_p,dc_b,opex_ing_p,capex_ing_p,impuesto_ing_p,ingreso_ing_p,abandono_ing_p,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b
55,55,100,2.5,1200,244,0.5900000000000001,0,74888.5127,0,285054.2951,285054.2951,6.488315805621281,316409.8722,0,434184.3211,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,8.5338,8.5338,5.7965,5.1088,55075.6299,64244.7262,41724.5667,235933.4355,0,62489.657,64244.7262,131787.5538,543576.2321,0
56,56,40,2.5,1200,304,0.555,0,72544.5498,0,34716.6717,34716.6717,0.9222522758544207,316409.8722,0,461250.7486,0.0,25.727683153927998,25.727683153927998,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.431,58422.382,64244.7262,40721.7775,235933.4355,0,62354.6577,64244.7262,24533.4258,185849.4814,0
57,57,50,2.5,1200,304,0.5700000000000001,0,72544.5498,0,76065.5932,76065.5932,1.8413994634841238,316409.8722,0,461250.7486,0.0,26.42302594187201,26.42302594187201,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.2881,58422.382,64244.7262,40721.7775,235933.4355,0,64039.9188,64244.7262,42235.1153,246585.3535,0
58,58,60,2.5,1200,304,0.5900000000000001,0,72544.5498,0,120917.441,120917.441,2.8387199578870477,316409.8722,0,461250.7486,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.1088,58422.382,64244.7262,40721.7775,235933.4355,0,66286.9335,64244.7262,61456.1227,312905.2234,0
59,59,70,2.5,1200,304,0.5900000000000001,0,72544.5498,0,161286.7805,161286.7805,3.736342375026869,316409.8722,0,461250.7486,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.1088,58422.382,64244.7262,40721.7775,235933.4355,0,66286.9335,64244.7262,78754.5354,370572.9756,0
60,60,80,2.5,1200,304,0.5900000000000001,0,72544.5498,0,201656.1199,201656.1199,4.633964792166689,316409.8722,0,461250.7486,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.1088,58422.382,64244.7262,40721.7775,235933.4355,0,66286.9335,64244.7262,96052.9482,428240.7278,0
61,61,90,2.5,1200,304,0.5900000000000001,0,72544.5498,0,242025.4593,242025.4593,5.531587209306506,316409.8722,0,461250.7486,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.1088,58422.382,64244.7262,40721.7775,235933.4355,0,66286.9335,64244.7262,113351.361,485908.4799,0
62,62,100,2.5,1200,304,0.5900000000000001,0,72544.5498,0,282394.7987,282394.7987,6.429209626446328,316409.8722,0,461250.7486,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.071,9.071,5.7965,5.1088,58422.382,64244.7262,40721.7775,235933.4355,0,66286.9335,64244.7262,130649.7737,543576.2321,0
63,63,40,2.5,1200,364,0.555,0,70200.5868,0,32204.1187,32204.1187,0.8666523954440826,316409.8722,0,488317.1761,0.0,25.727683153927998,25.727683153927998,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.6082,9.6082,5.7965,5.431,61769.1342,64244.7262,39718.9883,235933.4355,0,65926.6721,64244.7262,23473.9645,185849.4814,0
64,64,50,2.5,1200,364,0.5700000000000001,0,70200.5868,0,73496.2493,73496.2493,1.784296883603235,316409.8722,0,488317.1761,0.0,26.42302594187201,26.42302594187201,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.6082,9.6082,5.7965,5.2881,61769.1342,64244.7262,39718.9883,235933.4355,0,67708.474,64244.7262,41135.904,246585.3535,0
65,65,60,2.5,1200,364,0.5900000000000001,0,70200.5868,0,118257.9446,118257.9446,2.7796137787120943,316409.8722,0,488317.1761,0.0,27.35014965913067,27.35014965913067,0.0,24.10521664872533,24.10521664872533,2062.0,2062.0,9.6082,9.6082,5.7965,5.1088,61769.1342,64244.7262,39718.9883,235933.4355,0,70084.2099,64244.7262,60318.3426,312905.2234,0
